scope,addr,name,signature,type,comment,evidence,basis
OemDDSSupportDxe,000002F0,disable_interrupts,,gate,"Two bytes: CLI then RET, which disables maskable interrupt delivery for the caller.",bios/ghidra/listings/OemDDSSupportDxe/000002F0.asm; bios/decompiled/OemDDSSupportDxe.c,hand-decoded
OemDisplayModeDxe,0x2F0,disable_interrupts,,state,"Executes CLI and returns, so the interrupt-enable flag is cleared and nothing else is changed. It reads and writes no memory and no port, and the decompiler's empty body is complete.",bios/ghidra/listings/OemDisplayModeDxe/000002F0.asm; bios/decompiled/OemDisplayModeDxe.c,hand-decoded
OemGlobalNvsDxe,0x2F0,read_tsc,,reader,Executes RDTSC and returns the 64-bit timestamp counter formed from RDX:RAX.,bios/ghidra/listings/OemGlobalNvsDxe/000002F0.asm; bios/decompiled/OemGlobalNvsDxe.c,hand-decoded
OemI2cDevices,000002F0,disable_interrupts,,state,Two instructions: CLI then RET. Its only effect is to clear the interrupt-enable flag in RFLAGS; it touches no memory and no I/O port.,bios/ghidra/listings/OemI2cDevices/000002F0.asm; bios/decompiled/OemI2cDevices.c,hand-decoded
OemManufactureModeDxe,0x2F0,disable_interrupts,,logic,"A single cli then ret: clears the interrupt-enable flag (RFLAGS bit 9) and returns, with no register or memory operand. 0x32C calls it before its timed wait at I/O port 0x1808, and calls it a second time at the end when the IF bit saved through 0x300 was clear.",bios/ghidra/listings/OemManufactureModeDxe/000002F0.asm; bios/decompiled/OemManufactureModeDxe.c,hand-decoded
OemNetworkDxe,0x2F0,disable_interrupts,,state,"Executes CLI then RET, so the only effect is clearing the interrupt-enable flag; nothing is read, written or compared. 0x32C calls it at 0x39B just before reading I/O port 0x1808 for the first time, and again at 0x3E4 on the path where the IF bit captured by 0x300 was clear on entry (leaving interrupts off, as they were).",bios/ghidra/listings/OemNetworkDxe/000002F0.asm; bios/decompiled/OemNetworkDxe.c,hand-decoded
OemOcDxe,0x2F0,disable_interrupts,,state,"A single CLI followed by RET. 0x000003ec calls it twice: once after sampling the flags with 0x00000300 and before the delay, and again on the branch where the sampled interrupt-enable flag was already clear.",bios/ghidra/listings/OemOcDxe/000002F0.asm; bios/decompiled/OemOcDxe.c,hand-decoded
OemQkeyDxe,000002F0,disable_interrupts,,state,"Two instructions: CLI then RET, whose only effect is to clear the interrupt-enable flag. 0x0000032c calls it at 0x0000039b after sampling RFLAGS and again at 0x000003e4 on the path where the sampled bit was clear, so the flag is left as it was found.",bios/ghidra/listings/OemQkeyDxe/000002F0.asm; bios/decompiled/OemQkeyDxe.c,hand-decoded
OemSWBoardIDDxe,000002F0,disable_interrupts,,state,"Executes CLI then RET, clearing the interrupt-enable flag unconditionally. Called by 0x32C before its counter wait, and by 0x32C again at the end when the saved IF bit was zero.",bios/ghidra/listings/OemSWBoardIDDxe/000002F0.asm; bios/decompiled/OemSWBoardIDDxe.c,hand-decoded
OemTurboModeDxe,0x2F0,disable_interrupts,,state,"A single CLI and a return, which clears the interrupt-enable flag. The routine at 0x388 calls it before its timed wait, and again afterwards when bit 9 of the saved flags was clear.",bios/ghidra/listings/OemTurboModeDxe/000002F0.asm; bios/decompiled/OemTurboModeDxe.c,hand-decoded
OemUniWillVariableDxe,000002F0,disable_interrupts,,state,"CLI followed by RET. The routine at 0x348 calls it at 0x3B7 before it starts polling I/O port 0x1808, and again at 0x400 when the interrupt-enable bit of the saved flags was clear, so the flag is left as it was found.",bios/ghidra/listings/OemUniWillVariableDxe/000002F0.asm; bios/decompiled/OemUniWillVariableDxe.c,hand-decoded
OemVariableHookDxe,0x2F0,disable_interrupts,,state,"A single CLI followed by RET, clearing the interrupt-enable flag unconditionally. Called from 0x39B in 0x32C before its counter wait, and again at 0x3E4 when the flag sampled by 0x300 was already clear.",bios/ghidra/listings/OemVariableHookDxe/000002F0.asm; bios/decompiled/OemVariableHookDxe.c,hand-decoded
OemApControlDxe,0x300,read_rflags,,state,"PUSHFQ followed by a POP into RAX, so it returns the current RFLAGS. 0x0000032c keeps only bit 9, the interrupt-enable flag, and discards the rest of the word.",bios/ghidra/listings/OemApControlDxe/00000300.asm; bios/decompiled/OemApControlDxe.c,hand-decoded
OemDDSSupportDxe,00000300,read_rflags,,reader,"Pushes RFLAGS, pops the value into RAX and returns, so the caller receives the raw flags word. Its only caller (0x32c) keeps just bit 9 (IF) from it; the decompiled C's per-flag expansion is a misreading of these three instructions.",bios/ghidra/listings/OemDDSSupportDxe/00000300.asm; bios/decompiled/OemDDSSupportDxe.c,hand-decoded
OemDgpuBoardIDDxe,00000300,cpu_pause,,delay,A single PAUSE instruction followed by RET. It is the body of both spin loops in this module: the one at 0x3FB in the routine at 0x36C and the one at 0x11B7 in the routine at 0x1184. It has no other effect.,bios/ghidra/listings/OemDgpuBoardIDDxe/00000300.asm; bios/decompiled/OemDgpuBoardIDDxe.c,hand-decoded
OemDisplayModeDxe,0x300,read_eflags,,reader,"PUSHFQ, POP RAX, RET: returns the RFLAGS image as it stood immediately before the call, the reserved high half coming from the stack slot the push made. Nothing is read from memory or from a port; the flag-bit-by-flag-bit reconstruction in the decompile is this one value, and POPFQ is not used, so the live flags are left as they were.",bios/ghidra/listings/OemDisplayModeDxe/00000300.asm; bios/decompiled/OemDisplayModeDxe.c,hand-decoded
OemGlobalNvsDxe,0x300,enable_interrupts,,state,"Executes STI, setting the interrupt-enable flag, and returns immediately.",bios/ghidra/listings/OemGlobalNvsDxe/00000300.asm; bios/decompiled/OemGlobalNvsDxe.c,hand-decoded
OemI2cDevices,00000300,read_eflags,,reader,"PUSHFQ then POP RAX then RET, so the caller receives the current RFLAGS image. The saved RAX slot sits inside the frame the function builds, but the value is not stored anywhere persistent, and the flags are left unchanged on return.",bios/ghidra/listings/OemI2cDevices/00000300.asm; bios/decompiled/OemI2cDevices.c,hand-decoded
OemManufactureModeDxe,0x300,read_rflags,,reader,"pushfq, pop RAX, ret: returns the current RFLAGS word in RAX and touches nothing else. 0x32C saves the whole value into EBX but keeps only bit 9 (IF), by shifting the dword right 9 and masking the low byte with 1.",bios/ghidra/listings/OemManufactureModeDxe/00000300.asm; bios/decompiled/OemManufactureModeDxe.c,hand-decoded
OemNetworkDxe,0x300,read_eflags,,reader,"PUSHFQ, POP RAX, RET: it returns the 64-bit EFLAGS image in RAX and changes no processor state. 0x32C uses only bit 9 (IF) of the result, keeping it in BL across the port-0x1808 polling loop to decide whether to re-enable interrupts at the end.",bios/ghidra/listings/OemNetworkDxe/00000300.asm; bios/decompiled/OemNetworkDxe.c,hand-decoded
OemOcDxe,0x300,read_rflags,,state,"PUSHFQ followed by a POP into RAX, so it returns the current RFLAGS in the low 16 bits. 0x000003ec keeps only bit 9, the interrupt-enable flag (SHR 0x9 then AND 1), and discards the rest of the word.",bios/ghidra/listings/OemOcDxe/00000300.asm; bios/decompiled/OemOcDxe.c,hand-decoded
OemPowerModeDxe,0x300,read_rflags,,state,"PUSHFQ followed by a POP into RAX, so it returns the current RFLAGS. Its one call site at 0x000003ef in 0x00000388 keeps only bit 9, the interrupt-enable flag, and discards the rest of the word.",bios/ghidra/listings/OemPowerModeDxe/00000300.asm; bios/decompiled/OemPowerModeDxe.c,hand-decoded
OemQkeyDxe,00000300,read_rflags,,reader,"PUSHFQ then POP RAX then RET, so RAX holds the current RFLAGS value on return. Its one call site at 0x00000393 in 0x0000032c keeps only bit 9, the interrupt-enable flag, by shifting right 9 and masking with 1; the decompiled C expands it into a weighted sum of individual flags.",bios/ghidra/listings/OemQkeyDxe/00000300.asm; bios/decompiled/OemQkeyDxe.c,hand-decoded
OemSWBoardIDDxe,00000300,read_flags,,state,"PUSHes RFLAGS, POPs them into RAX and returns, so the caller can test individual flag bits. The single caller (0x32C) shifts the result right by 9 to extract the interrupt-enable flag before it turns interrupts off.",bios/ghidra/listings/OemSWBoardIDDxe/00000300.asm; bios/decompiled/OemSWBoardIDDxe.c,hand-decoded
OemServiceDxe,00000300,cpu_pause,,delay,"A single pause instruction followed by ret, used as the yield inside the two port-0x1808 spin loops of this module (0x37C and 0x10C0).",bios/ghidra/listings/OemServiceDxe/00000300.asm; bios/decompiled/OemServiceDxe.c,hand-decoded
OemTurboModeDxe,0x300,read_rflags,,reader,"PUSHFQ and POP RAX with nothing between them, so RAX on return is the caller's flags word as it stood at the push. The single call site, at 0x3EF, keeps only bit 9, the interrupt-enable flag, and uses it to choose between the two flag-changing helpers.",bios/ghidra/listings/OemTurboModeDxe/00000300.asm; bios/decompiled/OemTurboModeDxe.c,hand-decoded
OemUniWillVariableDxe,00000300,read_rflags,,state,"PUSHFQ followed by POP RAX and RET, so RAX holds the flags word on return. Its only caller is 0x3AF in the routine at 0x348, which keeps nothing but bit 9 of it.",bios/ghidra/listings/OemUniWillVariableDxe/00000300.asm; bios/decompiled/OemUniWillVariableDxe.c,hand-decoded
OemVariableHookDxe,0x300,read_flags,,state,"PUSHes the flags register, POPs it into RAX and returns, so the caller can test individual flag bits. Its single caller (0x32C) shifts the result right by 9 and keeps bit 0, the interrupt-enable flag, to choose between 0x2E0 and 0x2F0 after the wait.",bios/ghidra/listings/OemVariableHookDxe/00000300.asm; bios/decompiled/OemVariableHookDxe.c,hand-decoded
OemACPIDriverHookDxe,00000310,module_entry,,module-entry,"The module entry point: RBX is loaded from RDX (the second entry argument) and passed on to the routine at 0x3A4, then the two stack slots at RSP+0x50 and RSP+0x58 are zeroed. If the qword at module address 0x750 is still zero, RDX is stored there and the qwords at [RDX+0x60] and [RDX+0x58] are cached at 0x740 and 0x748; otherwise the pointer already at 0x740 is reused. It then calls through offset 0x50 of that pointer with arguments (0x200, 8, 0x4C0, 0, address of RSP+0x50) and, if the result is not negative, through offset 0xA8 with (0x6C0, the first out value, address of RSP+0x58). The structure those two offsets belong to is not identified by this listing, so no UEFI service name is claimed for either call.",bios/ghidra/listings/OemACPIDriverHookDxe/00000310.asm; bios/decompiled/OemACPIDriverHookDxe.c,hand-decoded
OemApControlDxe,0x310,module_entry_scan_and_apply,,module-entry,"The PE entry point: saves RBX, calls 0x0000032c and then 0x00000438 with the two incoming arguments (RCX and RDX) passed through unchanged, and returns without setting a status of its own, so what it returns is the 0 that 0x00000438 leaves in RAX. Neither call's result is inspected.",bios/ghidra/listings/OemApControlDxe/00000310.asm; bios/decompiled/OemApControlDxe.c,hand-decoded
OemDDSSupportDxe,00000310,module_entry,,module-entry,"Module entry point: saves RBX, allocates 32 bytes of stack and calls 0x32c and then 0x438 with the incoming RCX and RDX unchanged, restoring the stack and RBX before returning. The return value of the second call is discarded.",bios/ghidra/listings/OemDDSSupportDxe/00000310.asm; bios/decompiled/OemDDSSupportDxe.c,hand-decoded
OemDgpuBoardIDDxe,00000310,read_timestamp_counter,,reader,"Executes RDTSC, shifts RDX left by 32 and ORs it into RAX, so RAX holds the 64-bit timestamp counter on return and RDX is clobbered. Both call sites in this module (0x3F4 and 0x414, both in the routine at 0x36C) discard the value.",bios/ghidra/listings/OemDgpuBoardIDDxe/00000310.asm; bios/decompiled/OemDgpuBoardIDDxe.c,hand-decoded
OemGlobalNvsDxe,0x310,disable_interrupts,,state,"Executes CLI, clearing the interrupt-enable flag, and returns immediately.",bios/ghidra/listings/OemGlobalNvsDxe/00000310.asm; bios/decompiled/OemGlobalNvsDxe.c,hand-decoded
OemI2cDevices,00000310,module_entry_point,,module-entry,"Takes the second UEFI argument as a system table pointer, calls 0x384, and on the first call caches that pointer at 0xe70 together with system table offset +0x60 at 0xe60 and +0x58 at 0xe68. It then makes an indirect call through the cached table pointer at offset 0x170 with the constants 0x200, 8, 0x4ac, 0, 0xda0 and a 16-byte stack buffer; which UEFI service sits at that table offset is not identified in this repository.",bios/ghidra/listings/OemI2cDevices/00000310.asm; bios/decompiled/OemI2cDevices.c,hand-decoded
OemKbLightDxe,0x310,module_entry_forward,,module-entry,"Module entry point: saves RDX in RBX, calls 0x32C, then reloads RDX and calls 0x438. Neither callee reads the first argument (RCX), so the entry image handle is not used anywhere in this module. It returns the value 0x438 leaves in RAX, which that function zeroes.",bios/ghidra/listings/OemKbLightDxe/00000310.asm; bios/decompiled/OemKbLightDxe.c,hand-decoded
OemKbLightSupportDxe,00000310,module_entry,,module-entry,"Reserves 0x28 bytes of shadow space, calls 0x324 with both incoming arguments untouched, then calls 0x430 without setting up any arguments for it, restores RSP and returns. EAX is 0 on return because 0x430 ends in XOR EAX,EAX. Nothing here touches an I/O port or a setup variable directly.",bios/ghidra/listings/OemKbLightSupportDxe/00000310.asm; bios/decompiled/OemKbLightSupportDxe.c,hand-decoded
OemManufactureModeDxe,0x310,module_entry,,module-entry,"Saves RDX, subtracts 0x20 from RSP, calls 0x32C and then 0x438 with the same two arguments it was given, restores RSP and RBX, and returns without setting a return value. Between them the two callees are the whole of what the module does: a configuration-table GUID search plus a timed interrupts-disabled wait (0x32C), then an EC read, two variable writes and a write to I/O port 0xCF9 (0x438).",bios/ghidra/listings/OemManufactureModeDxe/00000310.asm; bios/decompiled/OemManufactureModeDxe.c,hand-decoded
OemNetworkDxe,0x310,module_entry,,module-entry,"The module entry point, which Ghidra already calls entry. It pushes RBX, allocates 0x20 bytes of stack, calls 0x32C with the incoming RCX and RDX unchanged, then restores RDX from RBX and calls 0x438 with the same two arguments; EAX is left as 0x438 left it and the 0x438 result is not inspected.",bios/ghidra/listings/OemNetworkDxe/00000310.asm; bios/decompiled/OemNetworkDxe.c,hand-decoded
