cluster_id,program,size,refs,addrs,addr_range,functions_touched,shared_functions,callees,named_addrs
pd-005,pd,6,10,0x07DC 0x07DD 0x07DF 0x07E0 0x07E1 0x07E2,0x07DC-0x07E2,1,pd:0xA000=FUN_CODE_a000,pd:0xB24D [1/1]; pd:0xB2A6 [1/1]; pd:0xB2CD [1/1] (+5 more called by the cluster's functions),0x07E2
pd-006,pd,5,25,0x0A8B 0x0A8C 0x0A8D 0x0A8E 0x0A93,0x0A8B-0x0A93,4,pd:0x7CE0=FUN_CODE_7ce0,pd:0xF75C [2/4]; pd:0x10BC (also pd:0x3497 pd:0x998B pd:0x9C1B pd:0x9C4D) [1/4]; pd:0x36E6 [1/4] (+22 more called by the cluster's functions),
pd-007,pd,5,10,0x085C 0x0A69 0x0A6A 0x0A6B 0x0A6C,0x085C-0x0A6C,1,pd:0xA339=stash_args_dispatch_code_table [dispatch],pd:0x0B85 [1/1]; pd:0xA000 [1/1]; pd:0xE757 [1/1] (+9 more called by the cluster's functions),
pd-008,pd,4,14,0x0845 0x0846 0x0847 0x0848,0x0845-0x0848,1,pd:0xC0EF=store_0845_0847_then_return_ff_or_00 [gate],pd:0x987F [1/1]; pd:0x98E0 [1/1]; pd:0x9936 [1/1] (+9 more called by the cluster's functions),
pd-009,pd,4,5,0xFF40 0xFFD8 0xFFDA 0xFFDB,0xFF40-0xFFDB,1,pd:0xF2FB=write_ffda_ffdb_10_ffd8_48_ff40_bit1 [writer],,
pd-010,pd,4,4,0x0A82 0x0A83 0x0A84 0x0A85,0x0A82-0x0A85,1,pd:0xF4AB=store_4bytes_to_0a82 [writer],,
pd-011,pd,4,4,0x0A94 0x0A95 0x0A96 0x0A97,0x0A94-0x0A97,1,pd:0xCCB7=store_0a94_0a97_then_add_0a94_times_60 [math],pd:0x3883 [1/1]; pd:0x10BC (also pd:0x3497 pd:0x998B pd:0x9C1B pd:0x9C4D) [1/1]; pd:0x0FAF [1/1],
pd-012,pd,3,16,0x0803 0x0804 0x0805,0x0803-0x0805,8,pd:0xCB2A=store_0803_0805_then_jump_c808 [forwarder]; pd:0x1E4B=read_0803_and_invert [reader]; pd:0x1EFE=FUN_CODE_1efe,pd:0x119C [3/8]; pd:0x393D [3/8]; pd:0xF4EE [2/8] (+17 more called by the cluster's functions),
pd-013,pd,3,6,0x0814 0x0815 0x0816,0x0814-0x0816,2,pd:0xC901=dispatch_on_r3_then_add_product_to_0699 [dispatch],pd:0x70E7 [1/2]; pd:0xE1E0 [1/2]; pd:0x0FAF [1/2] (+11 more called by the cluster's functions),
pd-014,pd,3,5,0x083C 0x097E 0x097F,0x083C-0x097F,1,pd:0xD8EE=copy_0841_to_0984_when_083c_matches_097f [state],pd:0x0EE6 [1/1]; pd:0x0FCB [1/1]; pd:0x0FAF [1/1] (+2 more called by the cluster's functions),
pd-015,pd,3,3,0x00D0 0x00D1 0x00D2,0x00D0-0x00D2,1,pd:0xEBE4=pick_00d0_or_00d1_then_tail_with_dp_0002 [logic],pd:0x122F [1/1]; pd:0x9ACD [1/1]; pd:0x9ADD [1/1],
pd-016,pd,2,71,0x07D2 0x07D3,0x07D2-0x07D3,18,pd:0x8A4A=FUN_CODE_8a4a; pd:0xA571=dispatch_on_state_07d0 [dispatch]; pd:0xA5B3=and_16bit_fields_write_07d2_07d3 [logic]; pd:0xC755=latch_07d2_07d3_then_zero_23_bytes [writer]; pd:0xF61C=store_r7r5_0_to_07d2_if_6faf_zero [gate],pd:0x104D [6/18]; pd:0x1041 [5/18]; pd:0x349B [3/18] (+149 more called by the cluster's functions),
pd-017,pd,2,57,0x07D4 0x07D5,0x07D4-0x07D5,14,pd:0x805E=update_07d4_state [state]; pd:0xB9A1=FUN_CODE_b9a1; pd:0xBA67=write_07d4_07d5_then_return_0_or_1 [gate]; pd:0xD013=latch_07d4_07d5_and_call_7014_with_63_or_6c [writer]; pd:0xEE68=stage_07d4_07d5_then_call_ef59 [writer],pd:0x104D [5/14]; pd:0x0FAF [4/14]; pd:0xBBE7 [3/14] (+55 more called by the cluster's functions),
pd-018,pd,2,53,0x0424 0x07CF,0x0424-0x07CF,6,pd:0x4402=run_body_while_07cf_is_zero [state]; pd:0x4800=increment_dptr_byte_and_jump_back_to_4408 [unresolved]; pd:0xF79F=ljmp_4402 [forwarder],pd:0x3621 [3/6]; pd:0x10BC (also pd:0x3497 pd:0x998B pd:0x9C1B pd:0x9C4D) [3/6]; pd:0x3750 [3/6] (+24 more called by the cluster's functions),
pd-019,pd,2,22,0x0834 0x0835,0x0834-0x0835,5,pd:0x4C27=dispatch_entry [dispatch]; pd:0x4D6F=dispatch_case_06 [dispatch]; pd:0xA890=ascii_string_not_code [unresolved],pd:0x119C [2/5]; pd:0x104D [2/5]; pd:0x1041 [2/5] (+26 more called by the cluster's functions),
pd-020,pd,2,10,0xFF88 0xFFD3,0xFF88-0xFFD3,3,pd:0xDFFA=init_sequence_then_ljmp_128d [init]; pd:0xEFB9=clear_0ffd3_ff88_ffe1_bits_then_ffd0_2e [writer],pd:0xE902 [1/3]; pd:0x3FEA [1/3]; pd:0xE543 [1/3] (+15 more called by the cluster's functions),
pd-021,pd,2,7,0x07DA 0x07DB,0x07DA-0x07DB,3,pd:0x985D=call_0d8f_write_00_04_to_07da_07db [writer]; pd:0xCFA0=store_4_at_07d6_then_branch_on_991a [logic],pd:0x0D8F [1/3]; pd:0xACD3 [1/3]; pd:0x10E8 [1/3] (+14 more called by the cluster's functions),0x07DA
pd-022,pd,2,5,0x080F 0x0810,0x080F-0x0810,2,pd:0xE877=store_080f_0810_and_pick_f50e_arg_on_carry [logic],pd:0x9028 [1/2]; pd:0x90D6 [1/2]; pd:0xF50E [1/2],
pd-023,pd,2,3,0xFF4A 0xFFDF,0xFF4A-0xFFDF,1,pd:0xEBBB=init_sequence_with_ea_cleared [init],pd:0xEFB9 [1/1]; pd:0xF6F3 [1/1]; pd:0xF781 [1/1] (+3 more called by the cluster's functions),
pd-024,pd,2,2,0x0807 0x0808,0x0807-0x0808,1,pd:0x133F=clear_0807_0808_dispatch_0805 [dispatch],pd:0x1013 [1/1]; pd:0x119C [1/1]; pd:0x1E9D [1/1] (+2 more called by the cluster's functions),
pd-025,pd,2,2,0x0ABF 0x0AC0,0x0ABF-0x0AC0,1,pd:0xA742=load_dptr_be16_from_0abf [reader],pd:0x0FBB [1/1],
pd-026,pd,1,73,0x07D1,0x07D1,16,,pd:0xF739 [5/16]; pd:0x104D [5/16]; pd:0x1041 [5/16] (+118 more called by the cluster's functions),0x07D1
pd-027,pd,1,42,0x07D0,0x07D0,11,,pd:0xF739 [2/11]; pd:0x0FAF [2/11]; pd:0xF75C [2/11] (+71 more called by the cluster's functions),0x07D0
pd-028,pd,1,37,0x07D6,0x07D6,15,,pd:0x10E8 [4/15]; pd:0x0FAF [3/15]; pd:0x0C7A [2/15] (+55 more called by the cluster's functions),
pd-029,pd,1,35,0x07D7,0x07D7,5,,pd:0x0FAF [3/5]; pd:0x10E8 [3/5]; pd:0xACD3 [2/5] (+40 more called by the cluster's functions),
pd-030,pd,1,30,0x07D8,0x07D8,4,,pd:0xACD3 [2/4]; pd:0xF65E [1/4]; pd:0xF654 [1/4] (+20 more called by the cluster's functions),0x07D8
pd-031,pd,1,17,0x0832,0x0832,9,,pd:0x104D [3/9]; pd:0x10BC (also pd:0x3497 pd:0x998B pd:0x9C1B pd:0x9C4D) [2/9]; pd:0x1041 [2/9] (+38 more called by the cluster's functions),
pd-032,pd,1,10,0xFFD4,0xFFD4,3,,pd:0x122F [1/3]; pd:0xC20C [1/3]; pd:0xAD67 [1/3] (+8 more called by the cluster's functions),
pd-033,pd,1,8,0x080D,0x080D,3,,pd:0x10E8 [1/3]; pd:0x70E7 [1/3]; pd:0xE1E0 [1/3] (+8 more called by the cluster's functions),
pd-034,pd,1,5,0x0825,0x0825,1,,pd:0x122F [1/1]; pd:0xC20C [1/1],
pd-035,pd,1,5,0xFF42,0xFF42,3,,pd:0xEFB9 [1/3]; pd:0xF6F3 [1/3]; pd:0xF781 [1/3] (+3 more called by the cluster's functions),
pd-036,pd,1,4,0x080E,0x080E,2,,pd:0x70BB [1/2]; pd:0x6FAD [1/2]; pd:0xF755 [1/2] (+2 more called by the cluster's functions),
pd-037,pd,1,4,0x0836,0x0836,2,,pd:0xB19F [2/2]; pd:0x119C [1/2]; pd:0x96FB [1/2],
pd-038,pd,1,4,0x083D,0x083D,4,,pd:0x104D [2/4]; pd:0x122F [2/4]; pd:0x0012 [1/4] (+24 more called by the cluster's functions),
pd-039,pd,1,4,0xFFC6,0xFFC6,2,,,
pd-040,pd,1,4,0xFFD5,0xFFD5,2,,pd:0x128D [1/2]; pd:0xC755 [1/2]; pd:0xDF6A [1/2] (+8 more called by the cluster's functions),
pd-041,pd,1,3,0x07D9,0x07D9,2,,pd:0xACD3 [1/2]; pd:0x10E8 [1/2],0x07D9
pd-042,pd,1,3,0x07DE,0x07DE,3,,pd:0xF775 [2/3]; pd:0xB24D [1/3]; pd:0xB2A6 [1/3] (+13 more called by the cluster's functions),
pd-043,pd,1,3,0x0819,0x0819,2,,pd:0x119C [1/2]; pd:0x96FB [1/2]; pd:0xB19F [1/2],
pd-044,pd,1,2,0x0817,0x0817,1,,pd:0x10BC (also pd:0x3497 pd:0x998B pd:0x9C1B pd:0x9C4D) [1/1]; pd:0x9C45 [1/1],
pd-045,pd,1,2,0xFF62,0xFF62,1,,,
pd-046,pd,1,1,0x04A3,0x04A3,1,,pd:0x10BC (also pd:0x3497 pd:0x998B pd:0x9C1B pd:0x9C4D) [1/1]; pd:0x9987 [1/1]; pd:0x9A90 [1/1],
pd-047,pd,1,1,0x0666,0x0666,1,,pd:0xC901 [1/1]; pd:0x128D [1/1]; pd:0x9C18 [1/1],
pd-048,pd,1,1,0x083A,0x083A,1,,pd:0x10BC (also pd:0x3497 pd:0x998B pd:0x9C1B pd:0x9C4D) [1/1]; pd:0xB2D3 [1/1],
pd-049,pd,1,1,0x0852,0x0852,1,,,
pd-050,pd,1,1,0x08F8,0x08F8,1,,pd:0xE8D4 [1/1]; pd:0xF28D [1/1]; pd:0x128D [1/1] (+4 more called by the cluster's functions),
